date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:39:06	31/31	---M--	200	added ('OK')	text/plain	date:Thu,%2028%20Feb%202019%2019:38:22%20GMT	https://tmtc.edu.ph/robots.txt		(from )
16:39:13	111989/111989	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Aug%202026%2015:39:06%20GMT	https://tmtc.edu.ph/	C:/My%20Web%20Sites/scime/tmtc.edu.ph/index.html	(from )
16:39:15	77962/77962	---M--	200	added ('OK')	image/webp	date:Wed,%2013%20May%202026%2010:14:35%20GMT	https://tmtc.edu.ph/wp-content/uploads/2026/05/tmtcs-sheild-transparent-1.webp	C:/My%20Web%20Sites/scime/tmtc.edu.ph/wp-content/uploads/2026/05/tmtcs-sheild-transparent-1.webp	(from https://tmtc.edu.ph/)
16:39:16	744/744	---MCZ	200	added ('OK')	application/rss+xml	etag:%227b97240c883437a1d4899f6026fbe4ba%22	https://tmtc.edu.ph/comments/feed/	C:/My%20Web%20Sites/scime/tmtc.edu.ph/comments/feed/index.html	(from https://tmtc.edu.ph/)
16:39:16	39585/39585	---MCZ	200	added ('OK')	application/rss+xml	etag:%227b97240c883437a1d4899f6026fbe4ba%22	https://tmtc.edu.ph/feed/	C:/My%20Web%20Sites/scime/tmtc.edu.ph/feed/index.html	(from https://tmtc.edu.ph/)
16:39:18	2127/2127	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Aug%202026%2015:39:15%20GMT	https://tmtc.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftmtc.edu.ph%2F	C:/My%20Web%20Sites/scime/tmtc.edu.ph/wp-json/oembed/1.0/embedc2ed.json	(from https://tmtc.edu.ph/)
16:39:18	2281/2281	---MCZ	200	added ('OK')	text/xml	date:Sat,%2015%20Aug%202026%2015:39:17%20GMT	https://tmtc.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftmtc.edu.ph%2F&format=xml	C:/My%20Web%20Sites/scime/tmtc.edu.ph/wp-json/oembed/1.0/embed4f39	(from https://tmtc.edu.ph/)
16:39:19	5456/5456	---M--	200	added ('OK')	text/css	date:Sat,%2002%20May%202026%2019:47:07%20GMT	https://tmtc.edu.ph/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.7	C:/My%20Web%20Sites/scime/tmtc.edu.ph/wp-content/themes/hello-elementor/assets/css/reseta7da.css	(from https://tmtc.edu.ph/)
16:39:19	5097/5097	---M--	200	added ('OK')	text/css	date:Sat,%2002%20May%202026%2019:47:07%20GMT	https://tmtc.edu.ph/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.7	C:/My%20Web%20Sites/scime/tmtc.edu.ph/wp-content/themes/hello-elementor/assets/css/themea7da.css	(from https://tmtc.edu.ph/)
16:39:19	7182/7182	---M--	200	added ('OK')	text/css	date:Sat,%2002%20May%202026%2019:47:07%20GMT	https://tmtc.edu.ph/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.7	C:/My%20Web%20Sites/scime/tmtc.edu.ph/wp-content/themes/hello-elementor/assets/css/header-footera7da.css	(from https://tmtc.edu.ph/)
